tapped_wt,pouring_wt,last_heel_metal,lcrca_addition_1,sg_pigaddition_1,sg_pigaddition_2,rr,graphite,silicon_addition_1,silicon_addition_2,mn,low_re_fsm,zero_re_fsm,high_re_fsm,ultraseed,superseed,cs,al,preseed,tapping_temp,pouring_temp,pouring_time_sec,fsm,barinoc,reseed,sb,bath_s,crca,sg_pig,sorel_total,sorel_addition,rr_1,heel,ce,c,si,mn_1,p,s,cr,ni,al_1,cu,co,nb,ti,v,w,pb,sn,as,zr,ce_1,sb_1,b,zn,n,fe,fsmaddition_mt,mg_recovery,defect,feat_ce_calculated,feat_ce_hypo_risk,feat_ce_hyper_risk,feat_ce_optimal,feat_temp_loss,feat_temp_loss_risk,feat_temp_loss_low,feat_pouring_stability,feat_pouring_risk,feat_oxidation_risk,feat_graphitization_index,feat_white_iron_risk,feat_shrinkage_risk_index,feat_gas_risk_index,feat_chemistry_instability,feat_chemistry_ok,cluster,dbscan_cluster,pca_pc1,pca_pc2
6.2,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,9.1,0.0,0.0,0.0,0.0,1440.0,1370.0,62.0,1.11,25.0,0.0,0.186,0.022,30.0,0.0,0.0,0.0,0.0,0.0,4.21,3.64,2.22,0.2,0.0345,0.0117,0.0193,0.0122,0.0066,0.0307,0.0041,0.0016,0.0133,0.004,0.0016,0.0016,0.0022,0.0035,0.0013,0.0036,0.0049,0.00097,0.0019,0.0027,93.7,11.13,0.32%,0,4.21,0,0,1,70.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,-1,-0.4585426539502432,-2.139915304324782
10.3,9.9,0.0,4250.0,1350.0,0.0,2990.0,178.0,60.0,8.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1431.0,1371.0,120.0,1.05,40.0,0.0,0.3,0.014,41.0,13.0,1290.0,13.0,33.0,0.0,4.23,3.72,1.96,0.162,0.0358,0.0103,0.0201,0.0131,0.0085,0.0298,0.0054,0.0013,0.0135,0.0044,0.0017,0.0017,0.0025,0.0034,0.0025,0.0033,0.0045,0.00092,0.0013,0.0031,93.9,10.49,0.31%,0,4.23,0,0,1,60.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,-1,3.7182618037538657,-0.7699539859377911
9.0,8.9,0.0,3710.0,1680.0,0.0,2870.0,145.0,110.0,22.0,0.0,51.0,0.0,0.0,13.5,0.0,0.0,0.0,10.0,1430.0,1365.0,83.0,1.13,36.0,0.0,0.27,0.019,41.0,19.0,310.0,3.0,37.0,0.0,4.21,3.52,2.69,0.229,0.0392,0.008,0.0215,0.0119,0.0103,0.0931,0.0038,0.002,0.0161,0.0046,0.0016,0.0015,0.0024,0.0035,0.0025,0.0023,0.0043,0.00097,0.0013,0.0028,93.3,11.33,0.35%,0,4.21,0,0,1,65.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,-1,2.4394644847482008,0.8114715933695802
6.2,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1430.0,1358.0,72.0,1.03,25.0,0.0,0.185,0.015,30.0,0.0,0.0,0.0,0.0,0.0,4.19,3.63,2.16,0.177,0.0371,0.0106,0.0199,0.0109,0.0066,0.0313,0.0043,0.0012,0.0127,0.0039,0.0017,0.0018,0.0024,0.0035,0.0014,0.0035,0.005,0.00063,0.0017,0.0031,93.8,10.32,0.32%,0,4.19,1,0,0,72.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,-1,-1.6047166355870888,-2.1458373679233325
7.3,6.8,0.0,0.0,1250.0,0.0,2380.0,136.0,100.0,12.0,0.0,77.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1433.0,1371.0,104.0,1.05,30.0,0.0,0.22,0.015,42.0,17.0,0.0,0.0,41.0,0.0,4.17,3.51,2.56,0.337,0.0328,0.0116,0.0255,0.0156,0.0069,0.363,0.0056,0.0045,0.0139,0.0046,0.0018,0.0015,0.0032,0.0035,0.0012,0.0033,0.0036,0.00086,0.0013,0.0041,93.0,10.55,0.32%,0,4.17,1,0,0,62.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,-1,-1.4659650081349902,-1.4582888897304702
4.5,3.5,0.0,2012.0,460.0,0.0,2028.0,94.0,31.0,0.0,0.0,51.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0,1430.0,1375.0,72.0,1.13,18.0,0.0,0.135,0.021,40.0,9.0,500.0,10.0,41.0,0.0,4.25,3.74,1.96,0.166,0.0389,0.0115,0.0194,0.0124,0.008,0.0512,0.0052,0.0012,0.0135,0.0049,0.0016,0.0017,0.0023,0.0032,0.0011,0.0037,0.0039,0.00056,0.0015,0.0055,93.9,11.33,0.32%,0,4.25,0,0,1,55.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,-1,0.7703170529329811,-2.366736563132542
4.8,4.4,0.0,2010.0,590.0,0.0,2100.0,82.0,20.0,0.0,0.0,54.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,1428.0,1370.0,86.0,1.13,20.0,0.0,0.144,0.02,42.0,12.0,100.0,2.0,44.0,0.0,4.15,3.63,2.01,0.18,0.0341,0.0114,0.0216,0.0121,0.0063,0.0351,0.0044,0.0011,0.0123,0.0068,0.0016,0.0017,0.0023,0.0038,0.0013,0.0036,0.005,0.0009,0.0029,0.0031,94.0,11.25,0.31%,0,4.15,1,0,0,58.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,6,-0.8415606340729236,-2.606057786642807
4.8,4.7,0.0,2010.0,690.0,0.0,1060.0,80.0,10.0,2.0,0.0,52.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1438.0,1376.0,67.0,1.08,20.0,0.0,0.144,0.017,42.0,14.0,0.0,0.0,44.0,0.0,4.13,3.57,2.18,0.27,0.034,0.0099,0.0268,0.0118,0.0051,0.4095,0.0031,0.0019,0.0177,0.0068,0.002,0.0015,0.0023,0.0037,0.0012,0.0043,0.0049,0.001,0.004,0.0042,93.1,10.83,0.32%,0,4.13,1,0,0,62.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,-1,-2.342561907769575,-2.3446885910125577
2.8,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1454.0,1392.0,98.0,1.14,12.0,0.0,0.084,0.021,30.0,0.0,0.0,0.0,0.0,0.0,4.13,3.14,3.9,0.213,0.0399,0.0098,0.0239,0.0105,0.0184,0.0692,0.0029,0.00077,0.0184,0.0084,0.0049,0.0016,0.003,0.0017,0.0011,0.0015,0.0047,0.00069,0.0023,0.0036,92.5,11.43,0.33%,0,4.13,1,0,0,62.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,2,-1,-6.150054731313407,4.000286566333823
4.5,3.8,0.0,1900.0,470.0,0.0,1740.0,79.0,23.0,3.0,0.0,51.0,0.0,0.0,5.7,0.0,0.0,0.0,0.0,1438.0,1373.0,81.0,1.13,18.0,0.0,0.135,0.02,42.0,10.0,390.0,9.0,39.0,0.0,4.15,3.62,2.04,0.175,0.0351,0.0119,0.0238,0.0145,0.0068,0.043,0.0053,0.0012,0.011,0.0068,0.0015,0.0017,0.0025,0.0034,0.0013,0.0035,0.0049,0.00088,0.0016,0.0033,93.9,11.33,0.32%,0,4.15,1,0,0,65.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,6,-0.9942096074612695,-2.059204741153341
4.9,4.5,0.0,1920.0,740.0,0.0,1520.0,82.0,28.0,4.0,0.0,54.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,1440.0,1378.0,97.0,1.1,20.0,0.0,0.145,0.02,39.0,15.0,320.0,7.0,31.0,0.0,4.15,3.64,1.99,0.202,0.0349,0.011,0.0265,0.0197,0.0073,0.0371,0.0047,0.0014,0.0128,0.0068,0.0016,0.0015,0.0023,0.0033,0.0012,0.0032,0.0047,0.00096,0.0022,0.0033,93.9,11.02,0.32%,0,4.15,1,0,0,62.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,6,-1.152677675757898,-1.5560076154480638
4.6,3.4,0.0,1940.0,710.0,0.0,1540.0,76.0,35.0,4.0,0.0,49.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0,1437.0,1371.0,90.0,1.07,19.0,0.0,0.138,0.018,42.0,15.0,210.0,5.0,33.0,0.0,4.3,3.78,2.01,0.167,0.0334,0.0116,0.0238,0.0134,0.0072,0.034,0.0056,0.00085,0.0108,0.0071,0.0017,0.0015,0.0024,0.0033,0.0012,0.0035,0.0039,0.00084,0.0016,0.0044,93.8,10.65,0.31%,0,4.3,0,0,1,66.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,0,0.49359879719405186,-1.8050404811818919
5.5,5.25,0.0,2350.0,930.0,0.0,1460.0,98.0,72.0,0.0,0.0,28.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,1437.0,1370.0,98.0,1.02,22.0,0.0,0.162,0.016,43.0,17.0,0.0,0.0,40.0,0.0,4.19,3.53,2.57,0.234,0.0363,0.0103,0.022,0.011,0.0097,0.117,0.0036,0.0018,0.0171,0.0068,0.0019,0.0014,0.0023,0.0034,0.0012,0.0022,0.0045,0.00095,0.0017,0.0023,93.4,10.18,0.32%,0,4.19,1,0,0,67.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,-1,-1.9002171708686852,-0.39871170738010964
10.2,9.9,0.0,4340.0,1550.0,0.0,2870.0,175.0,70.0,6.0,0.0,103.0,0.0,0.0,15.0,0.0,0.0,0.0,5.0,1430.0,1373.0,123.0,1.01,41.0,0.0,0.3,0.015,43.0,15.0,930.0,9.0,33.0,0.0,4.28,3.76,2.01,0.168,0.0352,0.0095,0.0198,0.012,0.0069,0.0259,0.0055,0.0019,0.0138,0.0041,0.0017,0.0018,0.0026,0.0032,0.0016,0.0036,0.0045,0.00096,0.002,0.0036,93.9,10.1,0.33%,0,4.28,0,0,1,57.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,4,4.290901930298699,-0.5671831344439711
10.3,9.9,0.0,4330.0,1540.0,0.0,2480.0,178.0,76.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1427.0,1373.0,114.0,1.05,41.0,0.0,0.3,0.015,42.0,15.0,1030.0,10.0,28.0,0.0,4.26,3.73,2.03,0.147,0.0368,0.0092,0.0188,0.0133,0.0083,0.0196,0.0056,0.001,0.0117,0.0041,0.0019,0.0018,0.0027,0.0034,0.0025,0.0035,0.0045,0.0006,0.0011,0.0046,93.9,10.49,0.32%,0,4.26,0,0,1,54.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,-1,3.9700968790239597,-0.4813102077284321
5.5,5.1,0.0,3020.0,1170.0,0.0,2200.0,141.0,60.0,28.0,0.0,30.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,1435.0,1373.0,104.0,1.09,22.0,0.0,0.165,0.015,41.0,18.0,760.0,10.0,30.0,0.0,4.23,3.57,2.58,0.231,0.0384,0.0095,0.0253,0.0135,0.0127,0.0816,0.0056,0.0012,0.0127,0.0069,0.0016,0.0017,0.0029,0.0038,0.0032,0.0021,0.0044,0.0014,0.0022,0.0017,93.3,10.91,0.32%,0,4.23,0,0,1,62.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,-1,0.8774229017240637,0.6950634842278062
4.5,3.5,0.0,1900.0,540.0,0.0,1680.0,86.0,33.0,0.0,0.0,47.0,0.0,0.0,5.2,0.0,0.0,0.0,2.0,1436.0,1374.0,83.0,1.04,20.0,0.0,0.135,0.015,42.0,12.0,380.0,8.0,37.0,0.0,4.28,3.77,1.98,0.161,0.0395,0.0117,0.0219,0.0134,0.0074,0.0309,0.0056,0.0009,0.0111,0.0061,0.0023,0.0022,0.0027,0.0046,0.0028,0.0036,0.0052,0.0009,0.0017,0.0039,93.9,10.44,0.32%,0,4.28,0,0,1,62.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,0,0.7336628485682202,-2.2476570281772883
4.8,4.5,0.0,1630.0,530.0,0.0,1610.0,75.0,19.0,1.0,0.0,52.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,1436.0,1371.0,105.0,1.08,20.0,0.0,0.144,0.017,34.0,11.0,330.0,7.0,34.0,0.0,4.15,3.63,2.01,0.178,0.0385,0.0112,0.02,0.0129,0.0051,0.04,0.0056,0.0014,0.0142,0.0053,0.0019,0.0019,0.0024,0.0039,0.0014,0.0036,0.0051,0.00069,0.0013,0.0036,94.0,10.83,0.32%,0,4.15,1,0,0,65.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,6,-1.004800387730881,-2.196478216113965
4.5,3.5,0.0,1900.0,640.0,0.0,1640.0,83.0,44.0,3.0,0.0,47.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,1435.0,1373.0,82.0,1.04,18.0,0.0,0.135,0.014,42.0,14.0,320.0,7.0,36.0,0.0,4.23,3.71,2.01,0.147,0.0376,0.0114,0.02,0.013,0.0076,0.023,0.0056,0.0012,0.0125,0.0058,0.002,0.0019,0.0027,0.0038,0.0013,0.0035,0.0051,0.00068,0.0022,0.0031,93.9,10.44,0.31%,0,4.23,0,0,1,62.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,0,0.10937585061122142,-1.7059299783337085
5.0,4.75,0.0,1750.0,640.0,0.0,1210.0,71.0,22.0,5.0,0.0,27.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,1440.0,1371.0,90.0,1.08,20.0,0.0,0.15,0.014,35.0,13.0,100.0,2.0,36.0,0.0,4.2,3.55,2.53,0.217,0.0362,0.0109,0.0188,0.0106,0.0087,0.142,0.0038,0.0014,0.0154,0.0055,0.0018,0.0017,0.0022,0.0036,0.0013,0.0025,0.0049,0.00085,0.0021,0.0028,93.4,10.8,0.34%,0,4.2,0,0,1,69.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,0,-0.7393763000119924,-0.8379480680337626
3.8,3.6,0.0,1610.0,690.0,0.0,1100.0,64.0,61.0,7.0,0.0,20.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,1437.0,1375.0,62.0,1.05,15.0,0.0,0.114,0.016,42.0,18.0,0.0,0.0,39.0,0.0,4.19,3.54,2.54,0.217,0.0363,0.0096,0.0221,0.0125,0.0094,0.147,0.0051,0.0013,0.0156,0.0057,0.002,0.0017,0.0027,0.0036,0.0012,0.0022,0.0048,0.00085,0.0015,0.0039,93.4,10.53,0.37%,0,4.19,1,0,0,62.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,-1,-2.76399355407175,-0.4477379289802562
4.8,4.7,0.0,2020.0,620.0,0.0,1460.0,86.0,36.0,2.0,0.0,48.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,1435.0,1392.0,80.0,1.0,19.0,0.0,0.144,0.013,42.0,13.0,0.0,0.0,45.0,0.0,4.13,3.6,2.07,0.271,0.0323,0.0107,0.0171,0.0093,0.0057,0.4095,0.003,0.0011,0.0169,0.0047,0.0017,0.0016,0.0021,0.0033,0.0012,0.0032,0.0049,0.00084,0.0017,0.0053,93.2,10.0,0.31%,0,4.13,1,0,0,43.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,2,-2.368711317462897,-1.6839907245946935
7.4,6.8,0.0,3040.0,1630.0,0.0,2730.0,140.0,105.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1435.0,1372.0,128.0,1.08,30.0,0.0,0.222,0.016,41.0,22.0,0.0,0.0,37.0,0.0,4.21,3.55,2.58,0.239,0.0381,0.0118,0.0178,0.01,0.0108,0.378,0.0028,0.002,0.0161,0.0038,0.0019,0.0017,0.0024,0.0043,0.0024,0.0036,0.0048,0.00071,0.0016,0.004,93.1,10.81,0.30%,0,4.21,0,0,1,63.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,-1,1.0096352290757609,-0.5952022665185668
3.8,3.4,0.0,1610.0,500.0,0.0,1380.0,72.0,15.0,0.0,0.0,43.0,0.0,0.0,5.1,0.0,0.0,0.0,4.0,1431.0,1370.0,72.0,1.13,16.0,0.0,0.114,0.019,42.0,13.0,310.0,8.0,36.0,0.0,4.23,3.71,2.02,0.165,0.0382,0.0087,0.0215,0.0133,0.0081,0.037,0.0056,0.00074,0.0119,0.0054,0.0019,0.0018,0.0024,0.0038,0.0027,0.0038,0.0046,0.00082,0.0022,0.0043,93.9,11.32,0.33%,0,4.23,0,0,1,61.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,0,0.7440579099277049,-2.1572155577654892
4.8,4.5,0.0,2020.0,530.0,0.0,2050.0,80.0,36.0,0.0,0.0,52.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1437.0,1376.0,105.0,1.08,20.0,0.0,0.144,0.019,42.0,11.0,200.0,4.0,43.0,0.0,4.17,3.64,2.06,0.152,0.0357,0.0111,0.0213,0.0155,0.0057,0.0379,0.0056,0.00094,0.0097,0.006,0.0018,0.0017,0.0029,0.0039,0.0013,0.0035,0.0052,0.00069,0.0024,0.0046,93.9,10.83,0.29%,0,4.17,1,0,0,61.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,6,-0.8767719076783049,-2.1580712194404432
7.2,5.8,0.0,2860.0,1040.0,0.0,2410.0,120.0,30.0,18.0,0.0,63.0,0.0,0.0,9.0,0.0,0.0,0.0,5.0,1425.0,1365.0,95.0,0.88,24.0,0.0,0.18,0.014,40.0,14.0,890.0,12.0,33.0,0.0,4.28,3.75,2.04,0.158,0.0409,0.0094,0.0193,0.0112,0.0086,0.0375,0.0056,0.0029,0.016,0.0047,0.0017,0.0016,0.0024,0.0037,0.0019,0.0032,0.0042,0.00058,0.0037,0.0036,93.8,8.75,0.37%,0,4.28,0,0,1,60.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,-1,1.8799138070533072,-1.7113817840041705
7.4,7.0,0.0,2590.0,1270.0,0.0,1800.0,105.0,100.0,7.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1430.0,1368.0,98.0,1.03,30.0,0.0,0.225,0.013,35.0,17.0,0.0,0.0,32.0,0.0,4.19,3.53,2.57,0.24,0.037,0.0096,0.0193,0.0115,0.0089,0.379,0.0035,0.0027,0.0166,0.0039,0.0016,0.0013,0.0024,0.0033,0.002,0.0031,0.0045,0.00091,0.0016,0.0034,93.1,10.27,0.32%,0,4.19,1,0,0,62.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,-1,-0.7876954201719822,-0.5697085620173947
2.8,2.7,0.0,2240.0,1420.0,0.0,1940.0,78.0,210.0,0.0,0.0,16.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1460.0,1390.0,100.0,1.14,12.0,0.0,0.084,0.021,40.0,25.0,0.0,0.0,35.0,0.0,4.09,3.11,3.85,0.17,0.0404,0.0082,0.0205,0.0142,0.0151,0.0301,0.0029,0.0008,0.0155,0.0069,0.0049,0.0017,0.003,0.0016,0.0012,0.0014,0.0043,0.00058,0.0056,0.00059,92.6,11.43,0.35%,0,4.09,1,0,0,70.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,2,-1,-4.704853792187212,5.492753244718192
2.8,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1458.0,1392.0,96.0,1.14,12.0,0.0,0.084,0.021,30.0,0.0,0.0,0.0,0.0,0.0,4.12,3.12,3.9,0.17,0.04,0.0096,0.0208,0.0139,0.0138,0.0294,0.0028,0.00046,0.0156,0.0069,0.0049,0.0018,0.003,0.0018,0.0011,0.0015,0.004,0.00055,0.005,0.0036,92.6,11.43,0.34%,0,4.12,1,0,0,66.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,2,-1,-5.8433226803078675,3.626517699274973
5.5,4.5,0.0,2330.0,590.0,0.0,2260.0,95.0,28.0,2.0,0.0,60.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1438.0,1376.0,97.0,1.09,22.0,0.0,0.165,0.016,42.0,11.0,320.0,6.0,41.0,0.0,4.18,3.67,1.98,0.16,0.0379,0.0111,0.0197,0.0149,0.0045,0.0429,0.0056,0.00048,0.01,0.0058,0.0018,0.0018,0.0026,0.0039,0.0013,0.0034,0.0051,0.00063,0.0032,0.0038,94.0,10.91,0.31%,0,4.18,1,0,0,62.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,6,-0.3645564093680388,-2.1168376288011546
6.0,4.5,0.0,2330.0,740.0,0.0,1880.0,112.0,42.0,4.0,0.0,67.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1437.0,1377.0,95.0,1.12,24.0,0.0,0.18,0.017,39.0,12.0,550.0,9.0,31.0,0.0,4.17,3.66,1.96,0.163,0.0317,0.0094,0.0201,0.0176,0.006,0.0505,0.0056,0.00072,0.0084,0.0043,0.0019,0.0015,0.0027,0.0033,0.0012,0.0034,0.005,0.00058,0.0013,0.0048,94.0,11.17,0.30%,0,4.17,1,0,0,60.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,6,0.25701421993771983,-1.2807775205543122
4.5,3.5,0.0,1810.0,690.0,0.0,1590.0,87.0,32.0,4.0,0.0,52.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,1436.0,1374.0,63.0,1.16,18.0,0.0,0.135,0.018,40.0,15.0,210.0,5.0,35.0,0.0,4.27,3.74,2.04,0.151,0.0357,0.0123,0.018,0.0122,0.0062,0.0402,0.0053,0.00068,0.0107,0.004,0.0017,0.0017,0.0023,0.0036,0.0013,0.0034,0.0051,0.00069,0.0012,0.0041,93.9,11.56,0.28%,0,4.27,0,0,1,62.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,0,0.8758247365371233,-1.93144419867698
4.9,4.6,0.0,1920.0,610.0,0.0,1590.0,85.0,27.0,4.0,0.0,53.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,1439.0,1374.0,86.0,1.08,20.0,0.0,0.15,0.017,39.0,12.0,290.0,6.0,36.0,0.0,4.17,3.64,2.04,0.15,0.0367,0.0087,0.0187,0.0121,0.0075,0.0375,0.0056,0.00054,0.0106,0.0041,0.0019,0.0015,0.0023,0.0034,0.0012,0.0034,0.0048,0.00062,0.0016,0.0036,94.0,10.82,0.33%,0,4.17,1,0,0,65.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,6,-0.505477489000243,-1.3863143090611858
9.3,9.2,0.0,3830.0,1940.0,0.0,3030.0,160.0,88.0,0.0,0.0,100.0,0.0,0.0,14.0,0.0,0.0,0.0,7.0,1435.0,1367.0,98.0,1.08,37.0,0.0,0.276,0.019,41.0,21.0,0.0,0.0,33.0,0.0,4.15,3.62,2.06,0.274,0.036,0.0117,0.0231,0.0121,0.0093,0.4095,0.0042,0.0029,0.0133,0.0037,0.0019,0.0015,0.0024,0.0037,0.0024,0.0034,0.0041,0.00075,0.0022,0.0044,93.3,10.75,0.34%,0,4.15,1,0,0,68.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,-1,0.9748801218230976,-1.252683737966391
7.5,6.9,0.0,3140.0,1220.0,0.0,2710.0,125.0,105.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1432.0,1372.0,105.0,1.0,30.0,0.0,0.222,0.015,42.0,16.0,0.0,0.0,42.0,0.0,4.23,3.56,2.6,0.234,0.0341,0.0105,0.0232,0.0104,0.0063,0.37,0.0029,0.0022,0.0169,0.0042,0.0015,0.0014,0.0026,0.0035,0.0011,0.0031,0.0048,0.00085,0.0014,0.0036,93.1,10.0,0.33%,0,4.23,0,0,1,60.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,-1,0.27126483947658436,-1.1603513309972198
4.8,4.4,0.0,1010.0,300.0,0.0,680.0,46.0,8.0,0.0,0.0,51.0,0.0,0.0,6.9,0.0,0.0,0.0,5.0,1431.0,1372.0,92.0,1.06,20.0,0.0,0.144,0.011,30.0,6.0,410.0,9.0,14.0,0.0,4.16,3.63,2.03,0.144,0.039,0.01,0.0176,0.0133,0.0071,0.0213,0.0056,0.0012,0.0123,0.0051,0.0019,0.0017,0.0026,0.0037,0.0032,0.0033,0.005,0.00059,0.0012,0.0035,94.0,10.63,0.30%,0,4.16,1,0,0,59.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,-1,-0.8075769550593941,-1.5206659116662218
4.5,3.5,0.0,1900.0,610.0,0.0,1770.0,83.0,34.0,0.0,0.0,47.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,1437.0,1370.0,64.0,1.04,18.0,0.0,0.135,0.011,42.0,14.0,220.0,5.0,39.0,0.0,4.24,3.72,2.0,0.148,0.0394,0.0097,0.0151,0.0105,0.007,0.0166,0.0045,0.00026,0.0103,0.0035,0.0018,0.0016,0.002,0.0039,0.0015,0.0033,0.0052,0.00059,0.0018,0.0052,93.9,10.44,0.31%,0,4.24,0,0,1,67.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,0,0.7090597773963776,-2.1443538844418595
4.5,3.5,0.0,1600.0,430.0,0.0,1340.0,76.0,32.0,0.0,0.0,48.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,1436.0,1372.0,68.0,1.07,18.0,0.0,0.135,0.013,36.0,10.0,430.0,10.0,30.0,0.0,4.28,3.75,2.03,0.138,0.0392,0.0107,0.0162,0.0117,0.0065,0.0136,0.0056,0.00059,0.0102,0.0048,0.002,0.0018,0.0025,0.0037,0.0013,0.0032,0.0047,0.00061,0.0012,0.0062,93.9,10.67,0.31%,0,4.28,0,0,1,64.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,-1,0.6374808604430388,-1.8484075710820536
6.0,5.8,0.0,2350.0,1540.0,0.0,1770.0,75.0,222.0,20.0,0.0,31.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1443.0,1389.0,130.0,1.03,21.0,0.0,0.18,0.018,39.0,26.0,340.0,6.0,30.0,0.0,4.21,3.18,4.05,0.177,0.0372,0.007,0.0174,0.0096,0.0193,0.14,0.0049,0.00065,0.0158,0.0065,0.0049,0.0018,0.0033,0.0018,0.0013,0.0016,0.0046,0.00046,0.00094,0.0036,92.3,10.33,0.37%,0,4.21,0,0,1,54.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,2,-1,-1.966807633405804,6.60274298923184
4.5,3.4,0.0,1900.0,610.0,0.0,1700.0,92.0,14.0,0.0,0.0,50.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0,1430.0,1368.0,70.0,1.11,18.0,0.0,0.135,0.013,42.0,14.0,290.0,6.0,38.0,0.0,4.23,3.71,2.02,0.151,0.0381,0.0116,0.0167,0.0106,0.0078,0.037,0.0051,0.00053,0.0127,0.0042,0.0016,0.0016,0.0021,0.0035,0.0026,0.0034,0.0052,0.00056,0.0011,0.0036,93.9,11.11,0.28%,0,4.23,0,0,1,62.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,0,0.8769928046598334,-2.1515696484613764
